plant_id,similar_plants
53,"[{'plant_id': 295, 'common_name': 'Patmore Green Ash', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 418, 'common_name': 'grand fir', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 430, 'common_name': 'koa', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 428, 'common_name': 'flowering-maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 170, 'common_name': 'Armstrong Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
54,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
55,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
56,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
57,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
58,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
59,"[{'plant_id': 2529, 'common_name': 'striped dracaena', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2891, 'common_name': 'poinsettia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 36, 'common_name': 'Aureum Japanese Maple*', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 72, 'common_name': 'Katsura Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 78, 'common_name': 'Margaret Bee Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
60,"[{'plant_id': 2529, 'common_name': 'striped dracaena', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2891, 'common_name': 'poinsettia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 36, 'common_name': 'Aureum Japanese Maple*', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 72, 'common_name': 'Katsura Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 78, 'common_name': 'Margaret Bee Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
61,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
62,"[{'plant_id': 162, 'common_name': 'Moonrise Full Moon Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 253, 'common_name': 'China Girl Chinese Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 166, 'common_name': 'Snakebark Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 110, 'common_name': 'Ruslyn In The Pink Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2026, 'common_name': 'taro', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
63,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
64,"[{'plant_id': 83, 'common_name': 'Nuresagi Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 244, 'common_name': 'Variegated Giant Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 799, 'common_name': 'bluestem', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 239, 'common_name': 'Celestial Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 67, 'common_name': 'Kagiri Nishiki Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
65,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
66,"[{'plant_id': 83, 'common_name': 'Nuresagi Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 244, 'common_name': 'Variegated Giant Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 799, 'common_name': 'bluestem', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 239, 'common_name': 'Celestial Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 67, 'common_name': 'Kagiri Nishiki Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
67,"[{'plant_id': 83, 'common_name': 'Nuresagi Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 244, 'common_name': 'Variegated Giant Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 799, 'common_name': 'bluestem', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 239, 'common_name': 'Celestial Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 66, 'common_name': 'Jiro Shidare Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
68,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
69,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
70,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
71,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
72,"[{'plant_id': 2529, 'common_name': 'striped dracaena', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2891, 'common_name': 'poinsettia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 36, 'common_name': 'Aureum Japanese Maple*', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 78, 'common_name': 'Margaret Bee Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 79, 'common_name': 'Mikawa Yatsubusa Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
73,"[{'plant_id': 1896, 'common_name': 'navel orange', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2015, 'common_name': 'taro', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 26, 'common_name': ""Kelly's Gold Boxelder"", 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 467, 'common_name': 'bigtooth maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 452, 'common_name': 'snakebark maple', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
74,"[{'plant_id': 83, 'common_name': 'Nuresagi Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 244, 'common_name': 'Variegated Giant Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 239, 'common_name': 'Celestial Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 67, 'common_name': 'Kagiri Nishiki Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 66, 'common_name': 'Jiro Shidare Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
75,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
76,"[{'plant_id': 1416, 'common_name': 'boxwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2020, 'common_name': 'taro', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2294, 'common_name': 'Japanese holly fern', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 2025, 'common_name': 'taro', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 1133, 'common_name': 'Japanese painted fern', 'cycle': 'Perennial', 'watering': 'Average'}]"
77,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
78,"[{'plant_id': 2529, 'common_name': 'striped dracaena', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2891, 'common_name': 'poinsettia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 36, 'common_name': 'Aureum Japanese Maple*', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 72, 'common_name': 'Katsura Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 79, 'common_name': 'Mikawa Yatsubusa Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
79,"[{'plant_id': 2529, 'common_name': 'striped dracaena', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 2891, 'common_name': 'poinsettia', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 36, 'common_name': 'Aureum Japanese Maple*', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 72, 'common_name': 'Katsura Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 78, 'common_name': 'Margaret Bee Japanese Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
80,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
81,"[{'plant_id': 145, 'common_name': 'Crimson King Norway Maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 249, 'common_name': 'Cherokee Sunset Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 1972, 'common_name': 'glory-bower', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 629, 'common_name': 'creeping bent grass', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 630, 'common_name': 'cloud grass', 'cycle': 'Perennial', 'watering': 'Average'}]"
82,"[{'plant_id': 295, 'common_name': 'Patmore Green Ash', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 418, 'common_name': 'grand fir', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 430, 'common_name': 'koa', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 428, 'common_name': 'flowering-maple', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 170, 'common_name': 'Armstrong Maple', 'cycle': 'Perennial', 'watering': 'Average'}]"
83,"[{'plant_id': 136, 'common_name': 'Ueno Homare Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 373, 'common_name': 'Macintosh Apple', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 799, 'common_name': 'bluestem', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 239, 'common_name': 'Celestial Flowering Dogwood', 'cycle': 'Perennial', 'watering': 'Frequent'}, {'plant_id': 67, 'common_name': 'Kagiri Nishiki Japanese Maple', 'cycle': 'Perennial', 'watering': 'Frequent'}]"
84,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
85,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
86,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
87,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
88,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
89,"[{'plant_id': 707, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 433, 'common_name': ""red hot cat's tail"", 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 706, 'common_name': 'seaside alder', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 355, 'common_name': 'Candied Apple Flowering Crab', 'cycle': 'Perennial', 'watering': 'Average'}, {'plant_id': 766, 'common_name': 'coastal serviceberry', 'cycle': 'Perennial', 'watering': 'Average'}]"
